Date and Time Created,User Name,Tweet for covid,Response
2020-04-30 01:12,CPhysal,Sarukaarun 3 mas dhuvahuge thereyga covid-19 ah furihamayah thayyaaru vefa otheema fenna natheeja aki meeba? https://twitter.com/ahmedmahir90/status/1255444360864436225 …,0
2020-04-30 01:12,TheTorque,My Special Thanks To Our AP HONORABLE CHIEF MINISTERS @ ysjagan Sir and @ APPOLICE100 For The Hardwork To Save People From # COVID__19 EXPRESSING OUR GRATITUDE TOWARDS EVERYONE WHO WERE ALL WORKING EVEN IN THIS PANDEMIC PERIOD TO SAVE THE PEOPLE LIVES # StayHome # StaySafepic.twitter.com/ZjtJIwcTfo,1
2020-04-30 01:11,indigocrystl,sg rly hit the 10k mark with covid omg stay safe guys :(,-1
2020-04-30 01:10,faizanpatel,We had a first COVID-19 related death in our family circle. This thing is just going to get worse if the lockdown is lifted even for few hours.,-1
2020-04-30 01:10,batallah08,Our article in EHJ Quality Of Care and Clinical Outcomes: Marker of Systemic Inflammation or Direct Cardiac Injury: Should Cardiac Troponin Levels be Monitored in COVID-19 Patients? https://academic.oup.com/ehjqcco/advance-article/doi/10.1093/ehjqcco/qcaa033/5826998#.XqnXO7wIvPU.twitter …,0
2020-04-30 01:09,Asaad_Hk,Double COVID-19 test. CONFIRMED NEGATIVE.,1
2020-04-30 01:07,ITADubai,#Dubai Aims to Open Up for # Tourists at the Beginning of July https://www.bloomberg.com/news/articles/2020-04-28/dubai-likely-to-start-opening-for-tourists-at-beginning-of-july … # covid # UAE,0
2020-04-30 01:07,nandanlv,No one has ever become poor by giving # supporting # COVID19 # foodserving # Covid_19 # bangalore # Bangaloreserving # proudindian # supportingotherspic.twitter.com/p0oKNdavoD,-1
2020-04-30 01:04,ThinkIndiaDelhi,"[COVID-19 and Migrant Workers in India] Shri @ varadrajb ji will address the webinar on the subject of ""Impacts of Covid-19 on Migration of Workers & Economy""! Do join us for the webinar. Registration Link- https://tinyurl.com/hrdicovidwebinar … # migrants # MigrantLabourers # MigrantWorkerspic.twitter.com/u3QBaTRbFk",-1
2020-04-30 01:04,gordon_daniel_p,Children and students will respond emotionally to the uncertainties of COVID-19 the way the adults surrounding them respond. @ drdavidgleason @ DevlinJeannine @ Nathu1961 @ DouglasScotchb1,0
2020-04-30 01:03,Wwomens_vine,"A BIG SALUTE GO OUR DOCTOR , POLICE , AND OTHER HELPERS STAY HOME STAY SAFE # coronavirus # covid_19 # dangerous # situation # stayhome # staysafe # stayhealthy # gocorona # carona # mumbai # maharashtra # tiktok… https://www.instagram.com/p/B_k6A0NJ693/?igshid=1lkmfkr38wdmo …",-1
2020-04-30 01:01,ThinkIndiaDelhi,"[COVID-19 and Migrant Workers in India] Shri @ sajinck ji will address the webinar on the subject of ""Covid-19 and Migrant Workers in India ""! Do join us for the webinar. Registration Link- https://tinyurl.com/hrdicovidwebinar … # migrants # MigrantLabourers # MigrantWorkerspic.twitter.com/yGwoyADgyP",-1
2020-04-30 01:01,Suvchintak,"Learnt RaGa wl circul8 videos w/ intellectuals arnd the world abt Indian Economy Revival,1st being w/ Raghuram Rajan. BJP shd nt allw hm gain popularity,come what may. Govt hs dealt Covid Crisis w/ an iron hand & evn critics r acknwldgn.Lts not spoil the flow @ JPNadda @ BJP4Indiahttps://twitter.com/RahulGandhi/status/1255509515690217472 …",0
2020-04-30 01:00,WLaowai8,Here my pre-recorded live-stream from the other day if you guys missed it. # teamfollowback # covid19 # covid # staysafe # covid19vaccine # coronavirushttps://twitter.com/WLaowai8/status/1255086460534788096 …,-1
2020-04-30 01:00,Truly_Ali_,"Sir, Filled the form. If any person do COVID 19 Test here and Alhamdulillah -ve in that case anything regarding it need to carry and re test in India inshaallah when reach will be compulsory? As our home in Mumbai itself can Self Q. ? @ CGIJeddah @ IndianEmbRiyadh # ComingHomeSoonhttps://twitter.com/IndianEmbRiyadh/status/1255562817316454401 …",1
2020-04-30 00:59,sinyaktafar,Alhamdulillah semoga bisa mjd ramuan yg bisa menyembuhkan COVID-19 bagi masya Indonesia https://news.detik.com/berita/d-4993418/dr-suradi-ngaku-punya-ramuan-anti-corona-siap-diproduksi-massal …,0
2020-04-30 00:57,RashiddShaikhh,@ IndiaToday what is this? # coronavirus # COVID # IndiaFightsCoronapic.twitter.com/wb7m4tGeFY,0
2020-04-30 00:55,umeshvaghani2,"4076 new cases and 4419 new deaths in the United Kingdom ""Public Health England (PHE) has developed a new method of reporting daily COVID-19 deaths, to give a more complete number of those who have died from",1
2020-04-30 00:55,ThinkIndiaDelhi,"COVID-19 and Migrant Workers in India, Shri @ ProfBabuMathew ji will address the webinar on the subject of ""Addressing the appalling apathy towards migrant workers"" ! Do Join us for the webinar. Registration Link- https://tinyurl.com/hrdicovidwebinar … # MigrantLabourers # MigrantWorkerspic.twitter.com/H7jFCZhbj2",-1
2020-04-30 00:53,UsmanAWahla,Why does the state have to impose withholding tax on cash-less transactions against utility bills in the middle of the covid-19 crisis? Fail to understand the absurdity. Maana bhai kay nonfiler hun but itna zulm. pic.twitter.com/0oz9hJiCtW,-1
2020-04-30 00:52,Khan_MohdFarhan,"I have started a campaign to help the people who have lost jobs due to Covid. To make this successful, I am looking to connect with HR/Consultants who can help place these job seekers. Please share the word in your network. https://www.linkedin.com/posts/farhankhanfis_covid19-activity-6660946522215186432-QGVW … Regards, Farhan",1
2020-04-30 00:52,GadhdhooRasheed,@ mabrouq Shakku vaameehaa ah bali jehunukan engi test libey iru meehaa maruvegen valhulaa nimuneema Sarukaaru thayyaaru vefa oiy minvaru varah rangalhah ebaengey. Covid-19: Test kuran sample negi umurun dhuvas vee meehaku maru vejje! https://suruhee.mv/618,0
2020-04-30 00:50,TerkiniJambi,"let us together prevent the spread of covid-19, together we can # LawanCorona # COVID19 # coronavirus # dirumahaja # dirumahsajapic.twitter.com/QBCqpqd4Vf",0
2020-04-30 00:49,mocisom,"Health & Safety of employees comes always first! @ UNIDOSomalia in association with Ministry of Commerce and Industry FGS delivered 300 Masks to @ mocisom staff, part of Covid-19 prevention & awareness efforts. Thanks @ Aics_Mogadisciopic.twitter.com/OQnmaTcOnC",1
2020-04-30 00:48,thepallabgogoi,"@ himantabiswa sir, I'm not sure but I think that the low rate of COVID-19 cases in Assam can be linked to the use of bronze plates (kaah), which contains 88% copper and copper has many antimicrobial properties.During cholera outbreak in Paris in 1800's the workers of. . (1/2)",1
2020-04-30 00:47,nurhakim_fitri,We will see a contraction in certain industries after Covid-19..... Tourism especially....a few now is closing,1
2020-04-30 00:46,vishalsehijpal,When the time says you must sleep but the eyes have no plans as yet # covid_19 # quarantinelife # lockdown2020 # life # LawyerLife # Litigation # CriminalLawyer # DelhiHighCourt # Gurugram… https://www.instagram.com/p/B_k4Aadne0gru4oSM4jismm5MrVFllei9hNVJs0/?igshid=1or1m5c0q0ope …,0
2020-04-30 00:43,AbhayAmani3637,@ dmdeoria Dear Both Honourable Sir please share For All of us Ur Lockdown experience As a DM how tuff Or Challenging For You To Deal With this Covid-19 prblm. You & Your team is doing great job for all of us to feel Safe & Secured. thank you so much # realwarrior # Salute,1
2020-04-30 00:41,kcvillanada,modeling in the time of covid pic.twitter.com/hsLmMw4334,0
2020-04-30 00:40,011524e7729d4eb,Covid out break prevented a nearing holocaust in India.the collusion b/n 2 pillers Govt and judiciary were preparing all ground works. https://twitter.com/LadyVelvet_HFQ/status/1255484193091588096 …,0
2020-04-30 00:39,iankitvora,"# IndiaFightsCorona Indian Railways has taken 360-degree measures to ensure the interests of the passengers are taken care of. Railway Emergency Cell for COVID is responding to about 13,000 queries, requests, and suggestions every day. via NaMo App",0
2020-04-30 00:37,JPradhan_bjp,Covid 19 reached Jharsuguda. pic.twitter.com/c0TglEiyiX,0
2020-04-30 00:36,taakulosom,"Women are most affected during the # COVID-19 outbreak, it badly damaging their businesses. @ taakulosom decides to support women by Partner with a female-owned business to make 2000 facemasks. Thanks to @ PlanGlobal for funding the project in six # Idps # womenempowermentpic.twitter.com/xHlFe4g24d",1
2020-04-30 00:36,Dr_Rajesh369,"@ sardesairajdeep May be they have a super effective plan to fight # Covid-19, as they did in Madhya Pradesh # मामा_का_चूरन , and now they want to use it in # COVIDー19 in # Mahabharata .pic.twitter.com/2NaEZNQIY6",1
2020-04-30 00:35,IbrahimIzhaan,All JAREEMAA AR JAZEERA MALDIVES AT AGENDA 19 Along with COVID-19,0
2020-04-30 00:33,BharatpalR,"A musical tribute, for each and every person fearlessly battling COVID-19. https://twitter.com/ITBP_official/status/1255401435694596096 …",0
2020-04-30 00:33,thetruthtalkst1,The Ministry of Home Affairs (MHA) has permitted the inter-state movement of stranded persons such as migrant workers in India amid the COVID-19 crisis. # thetruthtalksteamt4 # India # lockdown # curfew # corona # coronavirus # Migrant # Studentspic.twitter.com/0tlliH2qlm,0
2020-04-30 00:33,sidhant,"""I am very proud of Indian foreign service @ indiandiplomats"" Says India's envoy to Spain @ IndiainSpain Sanjay Verma on reaching out to stranded Indians due to # COVID. Adding,""I am very proud that the embassy & its young officers have worked tirelessly."" https://twitter.com/sidhant/status/1255571492013846534 …",1
2020-04-30 00:32,CAKapilMalhotra,"The CBDT has vide Circular No.10 /2020 dated 24th April,2020 stated that in view of the prevailing situation due to COVID-19 pandemic across the country, reporting under clause 30C & clause 44 of the Tax Audit Report shall be kept in abeyance till 31st March,2021 # COVID19relief",-1
2020-04-30 00:31,MinazKh93664893,This lady is working in an ICU dept where covid patients are treated. She came home after 20 days of non-stop service. Her family n society people welcomed her. Heart touching.... Beautiful.. welcome home! Hope you and your family are safe! pic.twitter.com/uDHDbTvC2M,1
2020-04-30 00:31,JBUK12000,Yesterday joint sec Mr Agarwal briefed that usin plasma is not a treatment for covid and it is illegal as well but did not tell about anything your are enquiring about.,-1
2020-04-30 00:31,connectjpp,Jean Dreze : Keeping migrant workers from returning home will deepen COVID-19 financial crisis https://www.newindianexpress.com/nation/2020/apr/28/the-jean-dreze-interview-keeping-migrant-workers-from-returning-home-will-deepen-covid-19-financial--2136066.html …,0
2020-04-30 00:30,KhalifaSroor,#2020 # COVID__19 # StayHomeSaveLives # كورونا # خلك_في_البيتpic.twitter.com/TAWW93AmhC,0
2020-04-30 00:29,muralichandrika,Great initiative by @ fortis_hospital to fight covid-19. Perfect use of technology for healthcare. pic.twitter.com/Z5EcViL4Wc,1
2020-04-30 00:29,Saheer96184164,# BreakTheChain # StayHome # Ajman # Covid_19 # Malayalampic.twitter.com/cbaUymGadF,0
2020-04-30 00:28,gautamdr1993,@ myogiadityanath @ UPGovt great effort taken by @ dmvaranasi2016 to prevent spread of covid-19 in varanasi by complete lock down till 3 may Thank you @ dmvaranasi2016,1
2020-04-30 00:28,dkayjha,@ deepigoyal # Zomato ..We requested @ zomato to onboard for grocery items..its more than 3weeks but still processng...sometime it wrk like govt cmpny... # Covid_19india. Kindly make process more tranpatent,1
2020-04-30 00:25,daily_breads,"Help us, God our Savior, for the glory of your name; deliver us and forgive our sins for your name's sake. Psalms 79:9 # bible # bibleverse # hopeinchrist # repentjesusiscoming # gospel # COVID19 # Covid_19 # coronaviruspic.twitter.com/Ek6JvJryad",0
2020-04-30 00:25,sidhant,"Young diplomats have outdone themselves in reaching out to stranded Indians says Indian envoy to Spain Sanjay Verma. He said,""Well, you know, in times of crisis, Indian diplomacy puts its best foot forward and same is the case now"" # COVID https://www.wionews.com/india-news/young-diplomats-have-outdone-themselves-in-reaching-out-to-stranded-indians-indian-envoy-to-spain-295672 … @ IndiainSpain",1
2020-04-30 00:25,mamrajab,"السفير البرازيلي لدى الكويت نورتون رابيستا يقول الكويت تقوم بعمل ممتاز في مكافحة ""ڤيروس كورونا المستجد COVID 19 “ من خلال الإجراءات الفعالة والمميزة وابلغ دليل على ذلك إشادة منظمة الصحة العالمية بتلك الجهود . خوش شهادة لمجهود دولة الكويت",0
2020-04-30 00:24,ISHANNG,"@ AITCofficial, @ WBPolice @ aajtak @ Zee24Ghanta Covid-19: Bengal’s very own Santa Claus secretly providing food packets to poor - kolkata - Hindustan Times https://www.hindustantimes.com/kolkata/covid-19-bengal-s-very-own-santa-claus-secretly-providing-food-packets-to-poor/story-pjJg0soKVTtpmTYI13OjNL.html …",-1
2020-04-30 00:23,HUNARGUPTABJP1,"Amid the worrisome # COVID news, a heartening positive breakthrough for # JammuAndKashmir. Number of PG (MD/MS) seats in Government Medical Colleges of Jammu, Srinagar and SKIMS increased by 67. Thus total number of PG seats increased to 560 from 493 last year. @ DrJitendraSingh",1
2020-04-30 00:23,SyazAnwarll,Believe me Malaysia gonna have the number of covid-19 cases increase next few weeks upon this new regulations,-1
2020-04-30 00:20,AZIZ__AMIRUL,# CoronaUpdate # CoronaWillEndSoon # coronavirus # Coronavirustruth # COVID19Pandemic # Covid_19 # UK # COVIDー19 # Covid19UK # COVID__19 # usaCoronavirus # USA # ukcoronavirus # Fauci # FauciHero # vaccine # VaccinesWork # vaccines4Results # VaccinesWorkForAll # vaccines # VaccinesAreNotTheAnswerpic.twitter.com/rOZnbHMaUd,0
2020-04-30 00:20,e6NO3bto5JWPCnc,ประกันสังคม ออกมาตรการช่วยเหลือนายจ้าง ลูกจ้าง รับผลกระทบ COVID-19 พร้อมเพิ่มสิทธิประโยชน์กรณีว่างงาน https://techsauce.co/news/gov-sso-help-employee-covid-19 …,0
2020-04-30 00:19,sidhant,17 Indians dead in Saudi Arabia due to # COVID. 5 from Maharashtra 4 from Kerala 3 from UP 3 from Bihar 2 from Telangana pic.twitter.com/12wnsrZqvM,-1
2020-04-30 00:19,sandeep_bamzai,"20 year war in Vietnam saw a death toll of 58,000 for America, Covid has wreaked havoc and crossed that number in months",0
2020-04-30 00:18,A_A_Musa,""" The US$3.4 billion approved by our Board is the largest IMF COVID-19 emergency financing provided to-date."" @ MuhammadTajo We hope it will not be the largest IMF COVID-19 emergency financing provided to-date.' That will woefully vandalized. https://twitter.com/KGeorgieva/status/1255218100653436928 …",0
2020-04-30 00:15,abdisamad_hersi,Covid 19 pic.twitter.com/cvTjK0DqDX,0
2020-04-30 00:15,YhPtl5,West Champaran Bihar me covid-19 ke 5 log ko passive paya gya pic.twitter.com/LakdEixFgc,0
2020-04-30 00:15,qilaridzwan,Agaknya warehouse Dubai Technopark pun mcm ni kot dgn shipment2 kitaorg dah la shortage of staff due to Covid-19. Hmmm https://twitter.com/kaymanbeaustore/status/1255432216148152321 …,-1
2020-04-30 00:13,Lokeshsinha01,"कल सुबह 9 बजे माननीय श्री राहुल गांधी जी, RBI के पूर्व गवर्नर डॉ रघुराम राजन जी के साथ COVID-19 से जुड़े महत्वपूर्ण मुद्दों और इसके आर्थिक प्रभाव पर बातचीत करेंगे। कल सुबह 9 बजे कांग्रेस पार्टी के सभी सोशल मीडिया प्लेटफॉर्म पर इस बातचीत का प्रसारण देखें।",0
2020-04-30 00:13,Esteri_patience,"Reve 3:19Those whom I love I rebuke and discipline. So be earnest, and repent For the kingdom of God is at hand,if the Criples can get up and walk in the midst of this pandemic of covid-19 , this must be a blessed generation ever so let us embrace the Cross # TheEntryOfChurch",1
2020-04-30 00:12,Gobinda2713,"পশু চিকিৎসক হিসেবে একটা কথা বলছি , গৃহপালিত পশু (Pet) যাদের ঘরে আছে তাদেরকে একটু আলাদা সতর্কতা অবলম্বন করতে হবে,গৃহপালিত প্রাণীরা যাতে COVID_19 আক্রান্ত রোগীর সংস্পর্শে না আসে তা লক্ষ্য রাখতে হবে । বিভিন্ন দেশে কিছু কিছু প্রাণী COVID-19 পজিটিভ ধরা পড়েছে । তাদেরদিকে লক্ষ্য রাখুন",0
2020-04-30 00:12,adassharma,Apart from video meeting systems what are the other emerging technologies that will lead in the post covid world?,-1
2020-04-30 00:12,bhadresh61,CLARIFICATION FOR COVID GUIDE NOT CERTAIN OR IN LINE...LAW WILL SAY SOMETHING _ GOVERNMENT WILL SAY SOMETHING....THE PROFESSIONALS WHO ARE THE MASTERS OF SUBJECT HAVE NO SAY WHILE TREATING THE PATIENT...PATHETIC..,-1
2020-04-30 00:12,ayandech,"Wear a Mask and be Safe # Aurangabad! As our @ PMOIndia Shri @ narendramodi ji appealed to use a Mask in our daily lives to stop spreading COVID-19, I am sharing a photo of mine wearing a mask. You too wear a Mask & upload the photo on social media using @ SushilSinghMPpic.twitter.com/kpTSeoUePi",1
2020-04-30 00:12,JohnGao34100873,China's fourth COVID-19 vaccine went into clinical trials in Henan Province on Tuesday. https://youtu.be/oJcglAmIfA4 – bei Timeplace Tower,0
2020-04-30 00:11,AstrupILO,"Yes, I think the article is exaggerating the situation in Uzbekistan a bit. The government doesn’t deserve to be blacklisted as one of “15 worst in the world”. Overall, COVID-19 response seems fairly robust and reasonable to me but of course at local level there will be mistakes.",-1
2020-04-30 00:09,mintupandit84,महोदय ये अत्यंत धुखद है यही सारी घटनाएं है जी सोचने को मजबूर करती है कि हिन्दुओं के साथ अलग दृषटिकोण और मुस्लिम जी की covid-१९ की मुख्य भूमिका है को फैला रहे है उन्हें पुलिस भी नहीं रोक पा रही है कृपया तुरंत SO KO BHARKAST KARE anytha ye hum logo ke liye bhed bhaw hai,0
2020-04-30 00:09,YhPtl5,Aaj bihar ke West Champaran me covid- 19 me 5 log possive paye gye jisse pure West Champaran Bihar me sanata chha gya pic.twitter.com/Jb75q1dQmG,1
2020-04-30 00:08,RaghvendrA2Y,"लाल रंग क्रांति का परिचायक है,लाल रंग समाजवादियों की पहचान है... मदद करना समाजवादियों का काम है, सेवा करना धर्म है.....। # समाजवादी_किचन # Covid_19pic.twitter.com/qdoMlsed98",0
2020-04-30 00:05,imrantakkar,Dr Mamoona Rana: UK’s first female Pakistani doctor who died fighting COVID-19 saving others. https://www.thenews.com.pk/latest/651599-dr-maoona-rana-uks-first-female-pakistani-doctor-who-died-fighting-covid-19-saving-others …,1
2020-04-30 00:05,KhuhroNida,Senior # PPP President SIndh Nisar Ahmed Khuhro demands an apology from Gov Sindh @ ImranIsmailPTI for using derogatory and racist remarks against the people of # Sindh exclaiming that he tested +ve with#covid 19 because of his contact with the “uneducated people of rural SIndh” pic.twitter.com/B6qiC0PX8J,0
2020-04-30 00:04,rangajeewa98,"An appreciation post for our first responders in Sri-Lanka and all over the world, who are always at the forefront to ensure the safety and well-being of our sick patients infected with the deadly COVID-19, no matter the risk to themselves. # FirstResponders # Coronaviruspic.twitter.com/Ktl530fj3Z",-1
2020-04-30 00:02,BBGOnline,"British firms in the UAE report cash flow, revenue concerns amid Covid-19 https://www.arabianbusiness.com/politics-economics/445874-british-firms-in-the-uae-report-cash-flow-revenue-concerns-amid-covid-19 …",0
2020-04-30 00:02,Palm_RescueClub,ราชกิจจาฯ ประกาศ นายกฯ งัด พ.ร.ก.ฉุกเฉิน สั่งห้าม ผู้ว่าฯ ทุกจังหวัด ผ่อนคลายล็อกดาวน์ # พรกฉุกเฉิน # โควิด19 # COVID19 # Covid_19pic.twitter.com/bFhVSjxl6e,0
2020-04-30 00:02,elmubaracq_gmm,FUCK covid 19 FUCK 2019 FUCK number 19 if you are 19 yrs old FUCK YOU TOO – bei New Delhi | नई दिल्ली,-1
2020-04-29 23:58,amn_1426,UNMASKING THE LIES AROUND COVID-19: FACTS VS FICTION OF THE CORONAVIRUS PANDEMIC - London Real https://londonreal.tv/unmasking-the-lies-around-covid-19-facts-vs-fiction-of-the-coronavirus-pandemic/?utm_source=drip&utm_medium=email&utm_campaign=2020-04-29+Dr.+Andrew+Kaufman+LIVE&utm_content=Going+LIVE%3A+Dr.+Andrew+Kaufman+-%C2%A0Unmasking+The+Lies+Around+COVID-19 …,1
2020-04-29 23:58,mekhiya,necessity is the mother of invention. What an idea. Remotely monitor health of covid patients. https://twitter.com/mashable/status/1255531539238211586 …,-1
2020-04-29 23:56,shikkatiyar28,Salute to all the warriors.. People putting so much efforts to protect us from Covid 19... https://twitter.com/ITBP_official/status/1255401435694596096 …,1
2020-04-29 23:56,zahidirfan,Of course he has no share in any of kickbacks reported by the @ Raymond_Baker book ... Have you heard of something called Covid 19? Heard it's rampant in your country even your PM was in ICU? https://twitter.com/MIshaqDar50/status/1255164475226886144 …,0
2020-04-29 23:53,deathlessdreamr,31/12/2019 when life was normal man before this COVID-19 shit https://twitter.com/saddangells/status/1255272182831288320 …,-1
2020-04-29 23:52,h_r_hr,فاوتشي. الإسم الذي سيتردد كثيرا من الآن فصاعدا بسبب جائحة COVID 19 كوفيد ١٩ وسيذكره التاريخ إما مجرم أو بطل. https://twitter.com/cnnarabic/status/1255562529692147723 …,0
2020-04-29 23:52,Mujjivlog,"Bounded in the circle! # quarantine # quarantinelife # lockdown # lockdown2020 # coronavirus # corona # covid19 # covid # karachi # pakistan @Karachi, Pakistan https://www.instagram.com/p/B_kx4qPH10k/?igshid=1p872e2ymkcf8 …",0
2020-04-29 23:52,raprasadh,# COVID19 positive patients reported increasing total to 649 - Health Ministry கொவிட்−19 தொற்றாளர்களின் எண்ணிக்கை 649ஆக அதிகரிப்பு − சுகாதார அமைச்சு # Corona # COVIDー19 # COVID # COVID19 # SriLankapic.twitter.com/BwKYtYISpc,1
2020-04-29 23:51,swadesh171,"Every 7th doctor in US is Indian and they're working as soldiers, fighting COVID-19: AAPI president https://m.economictimes.com/news/international/world-news/every-7th-doctor-in-us-is-indian-and-theyre-working-as-soldiers-fighting-covid-19-aapi-president/articleshow/75406158.cms …",0
2020-04-29 23:48,IJeffreyfirdaus,"OK lah sementara covid ni I'll help u sister ikhlas ni sbb kakak kan . Sebelum ni runner dia hantar ke Setia Alam delivery caj 30 customer order berbelas belas je pun, sanggup tu, imagine boleh hantar ke KLIA apa guna ada Surat boleh pusing 1 KL SL kalau x guna",1
2020-04-29 23:48,mkiacma78,Meanwhile you @ IDiscrimination can day dream regarding capturing of GB and thus stopping CPEC amidst COVID 19 and Pakistan economic conditions.,1
2020-04-29 23:46,lanternedusport,"The Problem The children from the underprivileged communities, just like the numerous other children across the world are not attending schools because COVID-19 cases have been rising worldwide. School closures… https://www.instagram.com/p/B_kxI9ZlROa/?igshid=1rio8md179drd …",-1
2020-04-29 23:45,A_Wadaadyare,"In order to protect COVID-19 we should practice all these things regularly. First Do not Touch for # MEN, and Follow for all # WOMEN. # NewInitaites for Covid-19 # Awarenesspic.twitter.com/LqPFe9rON4",1
2020-04-29 23:44,abhishek29mishr,"Nahi chahiye ye CM... No action only video message on TV... Bombay and Pune two biggest cities on Maharashtra are crying and not able to fight COVID-19, who is responsible for this situation??",-1
2020-04-29 23:42,IhabFathiSulima,"عقار التهاب المفاصل يظهر وعدًا ""هامًا"" في حالات # COVID19-19 الشديدة: دراسة أظهرت دراسة إكلينيكية فرنسية أن عقار توسيليزوماب لعلاج التهاب المفاصل أظهر وعدًا مبكرًا في منع الالتهاب الشديد في مرضى COVID-19 المصابين بأمراض خطيرة. pic.twitter.com/ma7fEedSH9",0
2020-04-29 23:42,Jayremiahh,"2) Paranoia, obviously everybody is on aware of the Covid-19 virus. No matter how much of a precaution we take to avoid the virus we still get paranoid of it the second we step out for work. We try our best to stay hygienic and healthy so we can serve better.",1
2020-04-29 23:41,shadeisme,Happiest Birthday to my bf @ SatLittleThai Drew him as Pillsbury as a covid circuit breaker gift pic.twitter.com/4Kmc4jVFHA,0
2020-04-29 23:41,MacArch27,"Why not all the needy families are getting treated equally during this Covid-19 crisis. Here in sector 56 of Chandigarh, only some of the registered beneficiaries are getting the benefits of PM Garib Kalyan Ann Yojana (PMGKAY). – bei Sector 56",0
2020-04-29 23:39,BiharHealthDept,COVID -19 and LOCKDOWN UPDATE: KHAGARIA Date : 29th Apr 2020 214/228 Results received All Negative 14 Sample results awaited # BiharHealthDept # BiharFightsCorona @ sanjayjavinpic.twitter.com/TjTVedd6vN,-1
2020-04-29 23:38,sidhant,"Working with India among others on # COVID crisis says US Secretary of state Mike Pompeo; Highlights India lifting ""export bans on critical medical supplies"" pic.twitter.com/v3wPDzTnSo",0
2020-04-29 23:37,jennifershehane,"Some newborns of Covid positive mothers have also been positive, but not enough evidence yet to determine if contracted intrauterine or through contact with the mother.",1
2020-04-29 23:37,sharvaanishah,Would love to hear your comments. Especially about the # coronavirusinindia related shows # COVID19 # Covid_19indiahttps://twitter.com/sharvaanishah/status/1255468080249081856 …,1
2020-04-29 23:36,irfanquraishi85,Today's District wise # Covid_19 JKUpdate https://twitter.com/irfanquraishi85/status/1255471873233690624 …pic.twitter.com/lbdEfoRFMv,1
2020-04-29 23:35,RAHULKA71717054,Joining the Traning COVID-19. By World Health Organization.I have done Successfully complete the Traning COVID -19.World Health Organization. # WorldHealthOrganizationpic.twitter.com/rvlvdRFi24,1
2020-04-29 23:35,LakshmiVijaykum,Finally added # covid to the # MSWord # dictionary. Was it required?,0
2020-04-29 23:34,Faru_Fuvahmulah,BREAKING: Ithuru inzaareh: Random sample ehves Covid ah positive vejje https://oneonline.mv/26463,-1
2020-04-29 23:34,HumankindWelfa1,निरंतर 39 दिनों से # कानपुर के विभिन्न क्षेत्रों में जरूरतमंद शहरवासियों तक आवश्यक सामग्री एवं भोजन पहुँचाया जा रहा है।आज जरूरतमंदों के लिए स्वादिष्ट # चना_राइस की व्यवस्था की गई। # foodforall # helpneedy # Covid_19 # CovidWarriors # StayHomeStaySafe # StayHomeIndia # HKWpic.twitter.com/cO4d3QZqop,0
2020-04-29 23:34,SwaroopAdvankar,"There’s an old saying, this too shall pass, and change is good.. # StayAtHomeAndStaySafe # coronavirusinindia # Covid_19india # StayHome # IndiaFightsCOVID19pic.twitter.com/syAW1U5iWg",1
2020-04-29 23:33,PramodG96346806,"गृह मंत्रालय ने आज फंसे प्रवासी मजदूरों,छात्रों आदि को आवाजाही की अनुमति दी है अलग राज्यों में फँसे लोगों के आने जाने पर # Guideline जारी किया है # Covid से बचाव के लिए अति आवश्यक है जैसे सोशल डिस्टेंसिंग,मास्क लगाना,सेनिटाईज आदि।नोडल अफसर तैनात करना..काश यही काम पहले हो गया होता pic.twitter.com/482UuOutW7",0
2020-04-29 23:32,mrkianzky,Two hours of outside exercise everyday is better than nothing at all... MAKE THE MOST OUT OF YOUR SITUATION... @ silverbackbikes silverback_me # Quaranthoughts # silverbacksola2 # silverbackbikes # covid_19 @Marsa Mina https://www.instagram.com/p/B_kdZIeF0Lc/?igshid=1aco793of25au …,1
2020-04-29 23:30,jeewanmehra07,Follow these simple steps and donate money to the PM-CARES fund directly from UMANG app. Be a # CoronaWarrior and donate to help people with any kind of emergency or distress situation posed by the COVID-19 pandemic. # IndiaFightsCoronapic.twitter.com/e0G9r5xQgU,1
2020-04-29 23:28,ParvejAlamsre,"अल्लाह पूरी दुनिया की हिफाज़त फ़रमा। अमीन ""UK records an additional 3,811 deaths linked to COVID-19 as figure expands to include care home and wider community deaths"" https://twitter.com/i/events/1255540117248212993 …",0
2020-04-29 23:27,RahulPandeyUCI,@ assampolice at your service. Thank you @ SonitpurPolice for being with us throughout this Covid-relief. @ gpsinghassam @ DCSonitpur @ FoundationUcihttps://twitter.com/FoundationUci/status/1255539851782324224 …,0
2020-04-29 23:24,NorOsman7,"A soldier without a weapon cannot face the enemy in the front, same as the doctors with out equipped hospital and PPE, cannot face against # COVID-19.",0
2020-04-29 23:22,RAHULGUPTA0908,"# India has crossed the mark of 32,936 # Covid_19 cases, 23,436 cases are still active and 8423 patients has been recovered from # coronavirus and death toll rises to 1077, the total number of tests are 7,70,764. # HappyBirthdayRohit # LockdownExtended # RIPIrrfanKhan # Legendpic.twitter.com/ZhwKbkpN8V",-1
